CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr10	32572294	338	163	3	3	2.074	0.013
chr10	20550544	319	159	3	4	2.006	0.013
chr10	13852685	75	75	1	1	1.000	0.013
chr9	87568943	83	83	1	1	1.000	0.012
chr9	7745900	173	121	2	2	1.430	0.012
chr9	34658950	83	83	1	1	1.000	0.012
chr9	103043591	83	83	1	1	1.000	0.012
chr8	6311709	247	142	2	2	1.739	0.012
chr8	48661318	168	117	1	2	1.436	0.012
chr8	4651418	325	163	3	3	1.994	0.012
chr8	44931985	269	148	2	2	1.818	0.012
chr8	16277849	152	112	2	2	1.357	0.012
chr8	101931437	85	85	1	1	1.000	0.012
chr7	38879722	195	128	2	2	1.523	0.012
chr7	17945351	81	81	1	1	1.000	0.012
chr7	105690138	83	83	1	1	1.000	0.012
chr6	62687105	313	159	3	3	1.969	0.012
chr6	47512992	361	170	4	4	2.124	0.012
chr6	4284740	84	84	1	1	1.000	0.012
chr6	25925915	298	155	3	3	1.923	0.012
chr5	84264923	287	153	2	3	1.876	0.012
chr5	65095288	299	160	3	3	1.869	0.012
chr5	109655732	85	85	0	1	1.000	0.012
chr5	108579426	196	126	2	2	1.556	0.012
chr5	108501659	84	84	1	1	1.000	0.012
chr4	96282869	505	203	4	4	2.488	0.012
chr4	41535686	238	140	2	2	1.700	0.012
chr4	36041750	382	176	4	4	2.170	0.012
chr4	119692779	282	153	3	3	1.843	0.012
chr4	108570182	284	151	3	3	1.881	0.012
chr3	98819517	443	189	3	5	2.344	0.012
chr3	93346013	145	111	1	2	1.306	0.012
chr3	85520538	491	202	5	5	2.431	0.012
chr3	80265750	86	86	1	1	1.000	0.012
chr3	65985182	83	83	1	1	1.000	0.012
chr3	39543881	228	139	2	2	1.640	0.012
chr3	108311828	86	86	0	1	1.000	0.012
chr29	9542295	82	82	0	1	1.000	0.012
chr28	4408534	354	174	3	3	2.034	0.012
chr28	26630069	85	85	1	1	1.000	0.012
chr27	8412785	83	83	1	1	1.000	0.012
chr27	7790116	195	130	2	2	1.500	0.012
chr2	76852428	149	112	2	2	1.330	0.012
chr2	76335840	218	135	2	2	1.615	0.012
chr27	35592054	86	86	1	1	1.000	0.012
chr2	72583889	83	83	1	1	1.000	0.012
chr27	24080124	82	82	1	1	1.000	0.012
chr27	11302250	497	201	4	4	2.473	0.012
chr2	67361631	224	134	2	2	1.672	0.012
chr2	65435520	86	86	1	1	1.000	0.012
chr26	5050224	209	131	2	2	1.595	0.012
chr2	63332644	376	179	3	3	2.101	0.012
chr26	26171234	229	136	2	2	1.684	0.012
chr26	25657641	197	127	2	2	1.551	0.012
chr26	23641880	86	86	1	1	1.000	0.012
chr26	14072276	86	86	1	1	1.000	0.012
chr2	57980392	85	85	1	1	1.000	0.012
chr25	5435103	371	174	3	3	2.132	0.012
chr25	4869723	85	85	1	1	1.000	0.012
chr25	38330923	401	184	4	4	2.179	0.012
chr23	16021554	82	82	1	1	1.000	0.012
chr23	11505284	683	242	5	5	2.822	0.012
chr22	9869415	83	83	1	1	1.000	0.012
chr22	59612918	84	84	1	1	1.000	0.012
chr22	11668589	403	186	4	4	2.167	0.012
chr2	130267283	81	81	1	1	1.000	0.012
chr20	64543564	354	171	2	4	2.070	0.012
chr20	57403849	234	138	2	2	1.696	0.012
chr19	39612913	185	124	1	2	1.492	0.012
chr19	38546854	190	124	1	2	1.532	0.012
chr19	34371540	86	86	1	1	1.000	0.012
chr19	26066451	85	85	1	1	1.000	0.012
chr18	54311148	267	148	2	3	1.804	0.012
chr18	51218570	86	86	1	1	1.000	0.012
chr18	1307077	85	85	0	1	1.000	0.012
chr1	67969837	84	84	1	1	1.000	0.012
chr16	73736550	211	130	2	2	1.623	0.012
chr16	54853613	136	107	1	2	1.271	0.012
chr16	53554790	86	86	1	1	1.000	0.012
chr16	4138734	85	85	1	1	1.000	0.012
chr16	3262321	85	85	1	1	1.000	0.012
chr16	29661957	216	133	2	2	1.624	0.012
chr16	13489619	85	85	1	1	1.000	0.012
chr15	5400559	204	131	2	2	1.557	0.012
chr15	43912855	212	131	2	2	1.618	0.012
chr15	40612415	501	202	4	4	2.480	0.012
chr1	53753589	359	174	4	4	2.063	0.012
chr15	27291267	81	81	1	1	1.000	0.012
chr14	30498374	83	83	1	1	1.000	0.012
chr13	75432477	81	81	1	1	1.000	0.012
chr13	71006627	83	83	1	1	1.000	0.012
chr13	68363580	83	83	1	1	1.000	0.012
chr13	35308999	211	135	2	2	1.563	0.012
chr13	31580780	194	126	2	2	1.540	0.012
chr13	1829084	187	125	2	2	1.496	0.012
chr13	14889721	825	266	6	8	3.102	0.012
chr13	14531419	540	212	4	4	2.547	0.012
chr1	29696009	923	281	7	7	3.285	0.012
chr1	29195210	329	163	3	3	2.018	0.012
chr12	77611451	343	172	3	3	1.994	0.012
chr1	26453227	209	134	2	2	1.560	0.012
chr12	26773493	399	183	3	3	2.180	0.012
chr11	9790264	86	86	1	1	1.000	0.012
chr11	75495974	230	139	2	2	1.655	0.012
chr11	68277182	523	205	5	5	2.551	0.012
chr11	33642978	200	128	2	2	1.562	0.012
chr11	21496393	370	178	3	3	2.079	0.012
chr11	21435092	427	189	4	4	2.259	0.012
chr11	11431744	166	116	1	2	1.431	0.012
chr11	106019171	82	82	1	1	1.000	0.012
chr1	102640159	434	193	4	5	2.249	0.012
chr10	93759180	84	84	1	1	1.000	0.012
chr10	2445413	189	125	1	2	1.512	0.012
chr10	103149092	84	84	1	1	1.000	0.012
chr9	99271706	473	208	5	5	2.274	0.011
chr9	82355819	93	93	1	1	1.000	0.011
chr9	47959650	197	134	2	2	1.470	0.011
chr9	36645233	266	154	2	2	1.727	0.011
chr8	61264050	93	93	1	1	1.000	0.011
chr7	78040700	94	94	0	1	1.000	0.011
chr7	66921834	281	162	2	2	1.735	0.011
chr7	48068179	90	90	1	1	1.000	0.011
chr7	40485824	223	144	2	2	1.549	0.011
chr7	29172324	167	123	2	2	1.358	0.011
chr7	28006904	87	87	1	1	1.000	0.011
chr7	24516926	480	207	4	4	2.319	0.011
chr7	110961713	211	141	2	2	1.496	0.011
chr6	35555246	93	93	1	1	1.000	0.011
chr6	21796190	401	195	3	3	2.056	0.011
chr6	116485521	1303	351	9	10	3.712	0.011
chr6	113898698	224	143	2	2	1.566	0.011
chr6	111369736	407	191	3	4	2.131	0.011
chr6	109282747	89	89	1	1	1.000	0.011
chr6	108041361	95	95	1	1	1.000	0.011
chr5	64380550	364	186	3	3	1.957	0.011
chr5	40868009	234	145	2	2	1.614	0.011
chr5	29043710	214	137	2	2	1.562	0.011
chr5	105387545	209	136	2	2	1.537	0.011
chr5	10423633	89	89	1	1	1.000	0.011
chr4	80407500	534	216	4	4	2.472	0.011
chr4	38819397	94	94	1	1	1.000	0.011
chr4	29270306	92	92	1	1	1.000	0.011
chr4	253918	90	90	1	1	1.000	0.011
chr4	20811684	95	95	1	1	1.000	0.011
chr4	1598746	95	95	1	1	1.000	0.011
chr3	99853455	90	90	1	1	1.000	0.011
chr3	88766771	355	178	3	4	1.994	0.011
chr3	73326352	241	149	2	2	1.617	0.011
chr3	44048815	230	143	2	2	1.608	0.011
chr3	39841271	95	95	1	1	1.000	0.011
chr3	16279732	89	89	1	1	1.000	0.011
chr3	15818012	90	90	1	1	1.000	0.011
chr3	1244878	242	147	2	2	1.646	0.011
chr3	118167061	89	89	1	1	1.000	0.011
chr29	38154671	90	90	1	1	1.000	0.011
chr29	3378323	279	157	3	3	1.777	0.011
chr29	3074351	91	91	1	1	1.000	0.011
chr29	27163709	278	160	2	2	1.738	0.011
chr29	12900993	240	147	2	2	1.633	0.011
chr29	11330232	536	219	5	5	2.447	0.011
chr29	10373535	207	135	2	2	1.533	0.011
chr27	27544903	207	138	2	2	1.500	0.011
chr2	72632051	210	141	2	2	1.489	0.011
chr2	71632661	94	94	0	1	1.000	0.011
chr2	71238485	92	92	0	1	1.000	0.011
chr26	33805611	95	95	1	1	1.000	0.011
chr2	61822537	92	92	1	1	1.000	0.011
chr2	59536354	87	87	1	1	1.000	0.011
chr25	687507	89	89	1	1	1.000	0.011
chr25	636273	90	90	1	1	1.000	0.011
chr25	41213861	170	124	1	2	1.371	0.011
chr25	39341425	245	150	3	3	1.633	0.011
chr25	2606574	193	133	1	2	1.451	0.011
chr25	104437	291	160	2	2	1.819	0.011
chr2	48240576	87	87	1	1	1.000	0.011
chr2	47652270	90	90	1	1	1.000	0.011
chr24	60613516	92	92	1	1	1.000	0.011
chr2	44819402	94	94	1	1	1.000	0.011
chr23	18264610	332	174	3	4	1.908	0.011
chr23	17811196	87	87	1	1	1.000	0.011
chr23	12057529	187	128	2	2	1.461	0.011
chr21	39184076	89	89	1	1	1.000	0.011
chr21	10667700	218	144	2	2	1.514	0.011
chr2	105521126	201	136	2	3	1.478	0.011
chr19	9146051	94	94	1	1	1.000	0.011
chr1	97276663	87	87	1	1	1.000	0.011
chr19	55479407	94	94	1	1	1.000	0.011
chr19	54999875	190	129	2	2	1.473	0.011
chr1	94214603	224	142	2	2	1.577	0.011
chr19	13313875	122	105	1	2	1.162	0.011
chr18	57949127	91	91	1	1	1.000	0.011
chr18	26527685	88	88	1	1	1.000	0.011
chr17	65700520	88	88	1	1	1.000	0.011
chr17	5357572	93	93	1	1	1.000	0.011
chr16	51621825	95	95	1	1	1.000	0.011
chr1	6458052	91	91	1	1	1.000	0.011
chr16	36768082	95	95	1	1	1.000	0.011
chr16	28622485	95	95	1	1	1.000	0.011
chr1	60187593	231	143	2	2	1.615	0.011
chr15	8984237	90	90	1	1	1.000	0.011
chr15	63966653	168	124	1	2	1.355	0.011
chr15	42547042	92	92	1	1	1.000	0.011
chr15	40356567	287	160	2	3	1.794	0.011
chr15	37893013	251	154	2	2	1.630	0.011
chr15	23124931	359	180	3	3	1.994	0.011
chr1	4986590	207	139	2	2	1.489	0.011
chr14	6486430	92	92	1	1	1.000	0.011
chr1	45683338	88	88	1	1	1.000	0.011
chr14	4808165	89	89	1	1	1.000	0.011
chr14	2357814	90	90	0	1	1.000	0.011
chr14	1923291	156	118	2	2	1.322	0.011
chr13	6683655	88	88	1	1	1.000	0.011
chr13	4907771	198	135	2	2	1.467	0.011
chr1	32598750	207	136	2	2	1.522	0.011
chr13	18368055	269	153	3	3	1.758	0.011
chr12	72341101	91	91	1	1	1.000	0.011
chr11	94331861	227	147	2	2	1.544	0.011
chr1	148158622	90	90	1	1	1.000	0.011
chr11	38630428	94	94	1	1	1.000	0.011
chr11	35782716	88	88	1	1	1.000	0.011
chr1	135602001	90	90	1	1	1.000	0.011
chr11	2108829	161	121	2	2	1.331	0.011
chr1	120384424	206	139	2	2	1.482	0.011
chr11	11139178	91	91	1	1	1.000	0.011
chr1	102567033	232	144	2	2	1.611	0.011
chr1	100862934	307	170	2	2	1.806	0.011
chr10	94309631	176	128	2	2	1.375	0.011
chr10	85480302	357	178	3	3	2.006	0.011
chr10	77234230	88	88	1	1	1.000	0.011
chr10	47197198	90	90	1	1	1.000	0.011
chr10	34407597	91	91	1	1	1.000	0.011
chr9	98155498	192	139	2	2	1.381	0.010
chr9	97100301	105	105	1	1	1.000	0.010
chr9	92242452	226	151	2	2	1.497	0.010
chr9	4749769	227	148	2	2	1.534	0.010
chr9	22734453	320	176	3	3	1.818	0.010
chr8	9806662	102	102	1	1	1.000	0.010
chr8	54239366	100	100	1	1	1.000	0.010
chr8	48213828	489	222	4	4	2.203	0.010
chr8	35268153	101	101	1	1	1.000	0.010
chr8	2034248	101	101	1	1	1.000	0.010
chr7	98757264	98	98	1	1	1.000	0.010
chr7	59883810	98	98	1	1	1.000	0.010
chr7	43007149	97	97	1	1	1.000	0.010
chr7	40513885	169	132	1	2	1.280	0.010
chr7	35557778	99	99	1	1	1.000	0.010
chr6	90665859	103	103	1	1	1.000	0.010
chr6	80789499	203	143	2	2	1.420	0.010
chr6	59478730	235	155	2	2	1.516	0.010
chr6	12261838	97	97	1	1	1.000	0.010
chr6	114223058	221	146	2	2	1.514	0.010
chr5	77679705	226	151	2	2	1.497	0.010
chr5	77211407	458	209	3	4	2.191	0.010
chr5	63273385	96	96	1	1	1.000	0.010
chr5	39670853	101	101	1	1	1.000	0.010
chr5	111420621	99	99	1	1	1.000	0.010
chr4	87306936	99	99	1	1	1.000	0.010
chr4	822208	908	301	2	7	3.017	0.010
chr4	40641645	97	97	1	1	1.000	0.010
chr4	17902914	439	207	3	3	2.121	0.010
chr4	16011191	97	97	1	1	1.000	0.010
chr3	91583639	242	153	2	2	1.582	0.010
chr3	75341018	338	183	2	3	1.847	0.010
chr3	52758073	100	100	1	1	1.000	0.010
chr3	26064912	97	97	1	1	1.000	0.010
chr3	103336588	98	98	1	1	1.000	0.010
chr29	29317863	101	101	1	1	1.000	0.010
chr28	40957697	205	141	2	2	1.454	0.010
chr28	26885073	96	96	1	1	1.000	0.010
chr28	13450151	262	158	2	2	1.658	0.010
chr27	32281265	101	101	1	1	1.000	0.010
chr2	65700939	96	96	1	1	1.000	0.010
chr26	5094775	216	150	2	2	1.440	0.010
chr2	63834655	530	230	4	5	2.304	0.010
chr26	24575206	195	139	2	2	1.403	0.010
chr26	14729935	103	103	0	1	1.000	0.010
chr25	15539264	103	103	1	1	1.000	0.010
chr24	59035356	97	97	1	1	1.000	0.010
chr23	47677533	100	100	1	1	1.000	0.010
chr23	34107622	97	97	1	1	1.000	0.010
chr23	27088824	102	102	1	1	1.000	0.010
chr23	13484530	384	198	3	4	1.939	0.010
chr23	11438801	104	104	1	1	1.000	0.010
chr22	7313042	354	190	3	3	1.863	0.010
chr21	57870642	99	99	1	1	1.000	0.010
chr2	133816807	99	99	1	1	1.000	0.010
chr21	32211735	239	152	2	2	1.572	0.010
chr21	23976264	105	105	1	1	1.000	0.010
chr21	22215438	96	96	1	1	1.000	0.010
chr2	121322169	98	98	1	1	1.000	0.010
chr2	118966617	96	96	1	1	1.000	0.010
chr20	48655168	101	101	1	1	1.000	0.010
chr19	58989918	195	140	2	2	1.393	0.010
chr19	58947505	102	102	1	1	1.000	0.010
chr19	28738510	241	156	2	3	1.545	0.010
chr1	79629426	103	103	1	1	1.000	0.010
chr17	8589993	155	127	1	2	1.220	0.010
chr17	69389532	151	122	1	2	1.238	0.010
chr16	8015936	96	96	1	1	1.000	0.010
chr16	78089818	99	99	1	1	1.000	0.010
chr16	52975188	100	100	1	1	1.000	0.010
chr16	41998546	101	101	1	1	1.000	0.010
chr16	34398615	444	210	4	4	2.114	0.010
chr15	65235258	97	97	0	1	1.000	0.010
chr1	53679182	198	138	2	2	1.435	0.010
chr15	20062053	252	159	2	2	1.585	0.010
chr15	1242900	100	100	1	1	1.000	0.010
chr14	79929278	264	162	2	2	1.630	0.010
chr14	65371957	100	100	1	1	1.000	0.010
chr14	63827752	263	160	2	2	1.644	0.010
chr1	34492225	105	105	1	1	1.000	0.010
chr13	20371684	191	139	2	2	1.374	0.010
chr13	15735027	225	152	2	2	1.480	0.010
chr13	14748671	201	143	2	2	1.406	0.010
chr13	12841396	100	100	1	1	1.000	0.010
chr1	29049388	103	103	1	1	1.000	0.010
chr12	87341394	104	104	1	1	1.000	0.010
chr12	6763646	404	198	3	3	2.040	0.010
chr12	43902184	102	102	1	1	1.000	0.010
chr12	26434680	101	101	1	1	1.000	0.010
chr12	25878819	202	141	2	2	1.433	0.010
chr1	21864312	306	171	3	3	1.789	0.010
chr12	13481864	98	98	1	1	1.000	0.010
chr12	12664696	102	102	1	1	1.000	0.010
chr11	73470175	104	104	1	1	1.000	0.010
chr11	67626051	103	103	1	1	1.000	0.010
chr1	147421397	99	99	0	1	1.000	0.010
chr11	28602888	227	151	2	2	1.503	0.010
chr11	15029476	384	192	3	3	2.000	0.010
chr11	11073835	203	140	2	2	1.450	0.010
chr11	101452170	205	142	2	2	1.444	0.010
chr1	110070984	251	162	2	2	1.549	0.010
chr1	102942639	105	105	1	1	1.000	0.010
chr10	85085818	232	155	2	2	1.497	0.010
chr10	2120125	100	100	1	1	1.000	0.010
chr9	90322431	109	109	1	1	1.000	0.009
chr9	46632365	108	108	1	1	1.000	0.009
chr8	99011306	226	157	2	2	1.439	0.009
chr8	8539772	278	175	2	2	1.589	0.009
chr8	39836687	109	109	1	1	1.000	0.009
chr8	3258366	106	106	1	1	1.000	0.009
chr8	29379356	111	111	1	1	1.000	0.009
chr8	13269108	285	180	2	2	1.583	0.009
chr7	29354774	114	114	1	1	1.000	0.009
chr7	29305472	224	161	2	2	1.391	0.009
chr6	87222750	114	114	1	1	1.000	0.009
chr6	64963474	108	108	1	1	1.000	0.009
chr6	114671559	115	115	1	1	1.000	0.009
chr5	89545150	347	194	1	3	1.789	0.009
chr5	74593113	114	114	1	1	1.000	0.009
chr5	72464362	114	114	1	1	1.000	0.009
chr5	57196541	110	110	1	1	1.000	0.009
chr5	51029984	109	109	1	1	1.000	0.009
chr5	50731516	116	116	1	1	1.000	0.009
chr5	114085554	114	114	1	1	1.000	0.009
chr5	106713644	107	107	1	1	1.000	0.009
chr5	10104620	256	168	2	3	1.524	0.009
chr4	92518921	108	108	1	1	1.000	0.009
chr4	45807807	214	158	2	2	1.354	0.009
chr4	37262693	108	108	1	1	1.000	0.009
chr4	116801283	109	109	0	1	1.000	0.009
chr3	10020970	110	110	1	1	1.000	0.009
chr27	43585305	113	113	1	1	1.000	0.009
chr27	41254670	109	109	1	1	1.000	0.009
chr27	34295251	107	107	1	1	1.000	0.009
chr26	48223350	110	110	1	1	1.000	0.009
chr26	18169858	111	111	1	1	1.000	0.009
chr25	2224929	351	195	3	3	1.800	0.009
chr24	6047560	113	113	1	1	1.000	0.009
chr24	49885213	113	113	1	1	1.000	0.009
chr23	49651908	116	116	1	1	1.000	0.009
chr23	11477968	115	115	1	1	1.000	0.009
chr2	26263325	110	110	0	1	1.000	0.009
chr22	58748601	113	113	1	1	1.000	0.009
chr22	55511638	109	109	1	1	1.000	0.009
chr22	30988034	106	106	1	1	1.000	0.009
chr22	17368118	115	115	1	1	1.000	0.009
chr22	14225719	110	110	1	1	1.000	0.009
chr21	4890476	110	110	1	1	1.000	0.009
chr21	38919895	117	117	1	1	1.000	0.009
chr21	28816011	115	115	1	1	1.000	0.009
chr2	126058676	115	115	1	1	1.000	0.009
chr2	123990663	115	115	1	1	1.000	0.009
chr21	23314868	110	110	1	1	1.000	0.009
chr21	12095048	111	111	0	1	1.000	0.009
chr20	55276361	115	115	1	1	1.000	0.009
chr20	46080950	110	110	1	1	1.000	0.009
chr19	17276047	112	112	1	1	1.000	0.009
chr1	89701221	116	116	1	1	1.000	0.009
chr18	64724505	113	113	1	1	1.000	0.009
chr18	40738567	106	106	1	1	1.000	0.009
chr18	39521359	388	211	3	3	1.839	0.009
chr17	74998348	195	148	2	2	1.318	0.009
chr17	59090671	111	111	1	1	1.000	0.009
chr17	4423256	300	180	3	3	1.667	0.009
chr17	4217940	110	110	1	1	1.000	0.009
chr17	31516027	113	113	1	1	1.000	0.009
chr17	31341713	108	108	1	1	1.000	0.009
chr16	77260671	110	110	1	1	1.000	0.009
chr1	67160039	192	148	2	2	1.297	0.009
chr16	51942322	117	117	1	1	1.000	0.009
chr1	56983258	108	108	0	1	1.000	0.009
chr15	66421791	113	113	1	1	1.000	0.009
chr15	55206098	114	114	1	1	1.000	0.009
chr15	36026516	113	113	1	1	1.000	0.009
chr15	2801108	115	115	1	1	1.000	0.009
chr14	81584368	317	188	3	3	1.686	0.009
chr14	50844433	115	115	1	1	1.000	0.009
chr1	41441062	257	169	2	2	1.521	0.009
chr13	4755214	107	107	1	1	1.000	0.009
chr13	47450331	112	112	1	1	1.000	0.009
chr13	46038763	108	108	1	1	1.000	0.009
chr1	31407369	109	109	1	1	1.000	0.009
chr12	79643102	314	184	2	3	1.707	0.009
chr12	69768136	117	117	1	1	1.000	0.009
chr12	11653786	110	110	1	1	1.000	0.009
chr11	92761322	111	111	1	1	1.000	0.009
chr1	18285473	106	106	1	1	1.000	0.009
chr11	74649565	106	106	1	1	1.000	0.009
chr1	130684885	216	152	2	2	1.421	0.009
chr1	116662831	107	107	1	1	1.000	0.009
chr1	103766702	116	116	1	1	1.000	0.009
chr9	91919656	118	118	1	1	1.000	0.008
chr9	54607379	129	129	1	1	1.000	0.008
chr9	35516890	126	126	1	1	1.000	0.008
chr9	3158769	235	167	1	2	1.407	0.008
chr8	9009549	128	128	1	1	1.000	0.008
chr8	37230535	124	124	1	1	1.000	0.008
chr7	17777621	177	147	2	2	1.204	0.008
chr7	13366743	118	118	1	1	1.000	0.008
chr7	102889265	121	121	1	1	1.000	0.008
chr6	77145239	260	180	2	2	1.444	0.008
chr6	51335607	123	123	1	1	1.000	0.008
chr6	22996563	131	125	1	2	1.048	0.008
chr6	116779749	122	122	1	1	1.000	0.008
chr6	10176795	121	121	1	1	1.000	0.008
chr5	60263048	130	130	1	1	1.000	0.008
chr5	115633530	243	170	2	2	1.429	0.008
chr5	104585590	125	125	1	1	1.000	0.008
chr3	89233652	121	121	1	1	1.000	0.008
chr3	17422213	131	131	1	1	1.000	0.008
chr3	114388248	335	208	2	3	1.611	0.008
chr3	111887730	124	124	1	1	1.000	0.008
chr29	48224533	121	121	1	1	1.000	0.008
chr2	92127716	122	122	1	1	1.000	0.008
chr2	86468839	220	171	2	2	1.287	0.008
chr28	20729252	119	119	1	1	1.000	0.008
chr27	9096030	127	127	1	1	1.000	0.008
chr26	7984751	132	132	1	1	1.000	0.008
chr26	4160852	124	124	1	1	1.000	0.008
chr2	63432709	121	121	1	1	1.000	0.008
chr25	13469185	128	128	1	1	1.000	0.008
chr24	6860163	362	212	3	3	1.708	0.008
chr24	18990334	195	156	2	2	1.250	0.008
chr23	35156680	119	119	1	1	1.000	0.008
chr23	28649348	316	198	3	3	1.596	0.008
chr21	63014644	125	125	1	1	1.000	0.008
chr21	35809109	236	175	2	2	1.349	0.008
chr21	35003843	128	128	1	1	1.000	0.008
chr20	40986539	119	119	1	1	1.000	0.008
chr19	17737369	121	121	1	1	1.000	0.008
chr18	55590143	254	178	2	2	1.427	0.008
chr17	9898389	129	129	1	1	1.000	0.008
chr17	6191682	238	168	2	2	1.417	0.008
chr16	45309650	125	125	1	1	1.000	0.008
chr16	38481519	128	128	1	1	1.000	0.008
chr16	12694383	118	118	1	1	1.000	0.008
chr15	82689484	127	127	1	1	1.000	0.008
chr15	7632164	255	178	2	2	1.433	0.008
chr15	63545678	119	119	1	1	1.000	0.008
chr12	78235490	125	125	0	1	1.000	0.008
chr12	15837481	234	166	2	2	1.410	0.008
chr11	5152169	252	173	2	2	1.457	0.008
chr11	37700015	120	120	1	1	1.000	0.008
chr11	18597618	121	121	1	1	1.000	0.008
chr1	108673806	126	126	1	1	1.000	0.008
chr1	108091869	125	125	1	1	1.000	0.008
chr10	1979166	118	118	1	1	1.000	0.008
chr10	15051276	294	192	2	2	1.531	0.008
chr8	91028991	136	136	1	1	1.000	0.007
chr8	87367414	257	194	2	2	1.325	0.007
chr8	6282822	144	144	1	1	1.000	0.007
chr8	24572216	141	141	1	1	1.000	0.007
chr7	25174974	262	192	2	2	1.365	0.007
chr6	99445413	147	147	1	1	1.000	0.007
chr6	80188184	230	184	2	2	1.250	0.007
chr6	115059678	226	177	2	2	1.277	0.007
chr5	111581086	146	146	1	1	1.000	0.007
chr4	8251639	135	135	1	1	1.000	0.007
chr4	20359183	136	136	1	1	1.000	0.007
chr3	78944479	137	137	1	1	1.000	0.007
chr28	34748547	149	149	1	1	1.000	0.007
chr2	79414330	151	151	1	1	1.000	0.007
chr2	77340873	147	147	1	1	1.000	0.007
chr27	6866165	138	138	1	1	1.000	0.007
chr26	17718879	139	139	1	1	1.000	0.007
chr25	37693780	145	145	1	1	1.000	0.007
chr2	51227308	243	180	2	2	1.350	0.007
chr24	37547020	147	147	1	1	1.000	0.007
chr24	17317993	145	145	1	1	1.000	0.007
chr24	14863809	141	141	0	1	1.000	0.007
chr22	30044318	138	138	1	1	1.000	0.007
chr2	22372854	135	135	1	1	1.000	0.007
chr2	131846714	195	167	2	2	1.168	0.007
chr21	27216928	146	146	1	1	1.000	0.007
chr2	123829948	166	156	2	2	1.064	0.007
chr21	17242508	139	139	1	1	1.000	0.007
chr19	42613949	143	143	1	1	1.000	0.007
chr1	92856828	137	137	1	1	1.000	0.007
chr18	13238431	287	209	2	2	1.373	0.007
chr17	71867248	139	139	1	1	1.000	0.007
chr17	34591063	149	149	1	1	1.000	0.007
chr16	77110927	135	135	1	1	1.000	0.007
chr16	31693253	240	181	2	2	1.326	0.007
chr15	14126740	288	207	2	2	1.391	0.007
chr14	73136887	234	180	2	2	1.300	0.007
chr13	5324890	145	145	1	1	1.000	0.007
chr1	33036106	149	149	1	1	1.000	0.007
chr13	25631339	149	149	1	1	1.000	0.007
chr13	2011010	135	135	1	1	1.000	0.007
chr12	51105984	137	137	1	1	1.000	0.007
chr11	60150643	137	137	1	1	1.000	0.007
chr11	24892408	276	202	2	2	1.366	0.007
chr10	59151666	149	149	1	1	1.000	0.007
chr10	100111920	139	139	1	1	1.000	0.007
chr9	74454245	167	167	1	1	1.000	0.006
chr8	68961345	159	159	1	1	1.000	0.006
chr4	6968785	167	167	1	1	1.000	0.006
chr4	21118822	159	159	1	1	1.000	0.006
chr2	65574547	162	162	1	1	1.000	0.006
chr26	40148549	165	165	1	1	1.000	0.006
chr2	63516469	155	155	1	1	1.000	0.006
chr25	35187978	169	169	1	1	1.000	0.006
chr20	58214327	156	156	1	1	1.000	0.006
chr17	4675044	156	156	1	1	1.000	0.006
chr14	61886827	163	163	1	1	1.000	0.006
chr14	17241725	155	155	1	1	1.000	0.006
chr8	98447209	217	203	1	2	1.069	0.005
chr8	35062960	321	255	1	2	1.259	0.005
chr3	84669154	204	204	1	1	1.000	0.005
chr20	49529971	193	193	1	1	1.000	0.005
chr14	81197367	182	182	1	1	1.000	0.005
chr13	74795834	241	214	2	2	1.126	0.005
chr12	50838617	251	217	2	2	1.157	0.005
chrX	121969959	0	0	0	0	0.000	-nan
chr9	98483345	0	0	0	0	0.000	-nan
chr9	97872903	0	0	0	0	0.000	-nan
chr9	96535196	0	0	0	0	0.000	-nan
chr9	93884360	0	0	0	0	0.000	-nan
chr9	88693127	0	0	0	0	0.000	-nan
chr9	88017264	0	0	0	0	0.000	-nan
chr9	82586466	0	0	0	0	0.000	-nan
chr9	58833984	0	0	0	0	0.000	-nan
chr9	58579266	0	0	0	0	0.000	-nan
chr9	53313100	0	0	0	0	0.000	-nan
chr9	44035528	0	0	0	0	0.000	-nan
chr9	33028519	0	0	0	0	0.000	-nan
chr9	26353584	0	0	0	0	0.000	-nan
chr9	19116905	0	0	0	0	0.000	-nan
chr9	15249125	0	0	0	0	0.000	-nan
chr9	105462863	0	0	0	0	0.000	-nan
chr9	105263582	0	0	0	0	0.000	-nan
chr9	104842676	0	0	0	0	0.000	-nan
chr9	103604814	0	0	0	0	0.000	-nan
chr9	103383682	0	0	0	0	0.000	-nan
chr9	102930777	0	0	0	0	0.000	-nan
chr9	101470807	0	0	0	0	0.000	-nan
chr9	101113353	0	0	0	0	0.000	-nan
chr8	99248152	0	0	0	0	0.000	-nan
chr8	9393961	0	0	0	0	0.000	-nan
chr8	92575939	0	0	0	0	0.000	-nan
chr8	91125289	0	0	0	0	0.000	-nan
chr8	90197836	0	0	0	0	0.000	-nan
chr8	83102321	0	0	0	0	0.000	-nan
chr8	828887	0	0	0	0	0.000	-nan
chr8	76454130	0	0	0	0	0.000	-nan
chr8	71908958	0	0	0	0	0.000	-nan
chr8	71263374	0	0	0	0	0.000	-nan
chr8	67989829	0	0	0	0	0.000	-nan
chr8	6372877	0	0	0	0	0.000	-nan
chr8	62544259	0	0	0	0	0.000	-nan
chr8	61951361	0	0	0	0	0.000	-nan
